SpeciesID,SpeciesName,CapsaicinContent (ppm),FruitSize (cm),Color,HeatLevel (SHU),GeneticMarker1,GeneticMarker2,DiseaseResistance,Yield (kg/plant),GrowingConditions,FloweringTime (days),MaturityTime (days),PestResistance,DroughtTolerance,Crossability,CropGenetics
560,Chilli cardenasii,638,9.40550147523211,Purple,175703,G3,G8,Medium,5.464998618961201,"Warm, Dry",50,113,High,Medium,Medium,Gen-36
561,Chilli chacoense,427,4.788034786238782,Red,41221,G7,G5,Medium,4.680983035589404,"Warm, Dry",60,111,Medium,Low,Low,Gen-71
562,Chilli frutescens,673,5.518306718976196,Green,48095,G2,G6,High,8.73371440070455,"Warm, Humid",53,91,High,High,Low,Gen-30
563,Chilli tovarii,817,3.1691252905919827,Purple,88199,G1,G1,Low,4.426817540190655,"Cool, Dry",56,100,Low,Medium,High,Gen-20
564,Chilli lanceolatum,332,5.286537404845838,Yellow,159733,G7,G7,Low,9.590803363188236,"Warm, Dry",59,92,High,Medium,High,Gen-57
565,Chilli frutescens,1229,10.729101805005438,Green,56063,G9,G7,Low,3.243637196330298,"Cool, Dry",50,112,Medium,High,Medium,Gen-46
566,Chilli flexuosum,1250,4.363029245853786,Red,147581,G7,G3,High,2.38089730330467,"Warm, Dry",52,140,Low,Medium,Medium,Gen-84
567,Chilli cardenasii,617,3.699866962341709,Orange,154178,G2,G4,Medium,9.395571269782494,"Warm, Humid",68,111,High,Medium,High,Gen-69
568,Chilli cardenasii,1241,9.345629930733264,Purple,44655,G9,G3,High,2.9660095044379826,"Warm, Humid",40,130,High,Medium,Medium,Gen-73
569,Chilli annuum,626,9.45300853913853,Green,97385,G9,G6,Low,4.844540503701362,"Warm, Dry",63,88,Medium,High,Medium,Gen-41
570,Chilli eximium,481,12.345795031029047,Orange,87369,G3,G7,Medium,1.7571735282599996,"Warm, Dry",50,146,High,Medium,High,Gen-72
571,Chilli baccatum,499,9.270411533590181,Orange,78896,G4,G2,High,7.257868302090053,"Warm, Dry",43,131,Low,Medium,Low,Gen-98
572,Chilli baccatum,484,6.901096914179578,Yellow,114047,G6,G3,Low,5.742811193206332,"Warm, Humid",62,116,Medium,Low,High,Gen-89
573,Chilli galapagoense,1270,3.7706146150528563,Orange,148353,G6,G8,Low,1.8599395025580305,"Warm, Humid",42,134,Low,Medium,Medium,Gen-89
574,Chilli annuum,882,14.93106891835557,Green,97430,G1,G6,High,8.50120721927955,"Cool, Dry",45,86,High,Low,Low,Gen-74
575,Chilli cardenasii,1341,10.83618512103591,Orange,164539,G5,G7,Low,3.9937757755676855,"Warm, Dry",44,100,Low,High,High,Gen-21
576,Chilli chacoense,1383,9.660305097711202,Green,96329,G4,G9,Low,1.0443226103859589,"Cool, Dry",69,125,Low,Medium,Medium,Gen-62
577,Chilli cardenasii,1065,13.023278842743382,Red,137719,G1,G7,High,6.348723870816773,"Cool, Dry",45,91,High,Low,Low,Gen-68
578,Chilli tovarii,427,14.56867965513483,Red,4936,G3,G9,Low,2.751598128017759,"Warm, Dry",52,89,High,Low,Medium,Gen-19
579,Chilli tovarii,632,3.0801313462815663,Red,142723,G9,G9,Medium,6.425770833939739,"Warm, Dry",44,90,Medium,Medium,Low,Gen-67
580,Chilli chinense,1344,3.2869399177392045,Orange,14895,G6,G7,High,6.099510776725075,"Warm, Dry",64,103,High,High,Low,Gen-88
581,Chilli chacoense,806,13.272754776977127,Red,106198,G8,G7,Medium,9.176165859945163,"Cool, Dry",55,107,High,Medium,High,Gen-90
582,Chilli galapagoense,1365,7.993113797682316,Purple,195259,G6,G1,High,2.1119872422972565,"Warm, Humid",49,117,Medium,High,Low,Gen-2
583,Chilli cardenasii,1233,9.497306917777959,Red,28706,G7,G6,High,6.352634469049362,"Warm, Dry",69,113,Low,Low,Medium,Gen-5
584,Chilli baccatum,1347,7.113768061606088,Purple,123676,G8,G9,Medium,4.288731147071713,"Warm, Dry",45,137,Low,Medium,High,Gen-26
585,Chilli frutescens,1231,8.364014084073176,Red,180556,G6,G9,Low,4.5860064658130915,"Warm, Humid",57,92,High,Medium,High,Gen-43
586,Chilli galapagoense,755,7.487555718068978,Orange,44653,G5,G6,Low,3.666605536247096,"Warm, Dry",45,147,Low,Low,Low,Gen-71
587,Chilli cardenasii,1369,7.564936678938115,Yellow,76713,G6,G7,Low,8.868219948068644,"Warm, Dry",69,110,Medium,Medium,Medium,Gen-37
588,Chilli chacoense,429,11.564109677672159,Red,166322,G8,G5,Medium,5.7890134377626135,"Warm, Dry",61,103,Low,High,Low,Gen-61
589,Chilli galapagoense,1248,14.572854984078942,Orange,189818,G9,G5,Medium,8.80217663448343,"Cool, Dry",54,130,Low,High,High,Gen-93
590,Chilli lanceolatum,447,4.717953531501386,Red,166293,G4,G2,High,8.676102236709799,"Cool, Dry",55,139,High,High,High,Gen-66
591,Chilli baccatum,378,13.173556027518593,Red,67379,G8,G9,Low,2.348870784441681,"Cool, Dry",46,108,Low,High,High,Gen-96
592,Chilli tovarii,670,7.34498789368641,Green,93484,G8,G1,Low,3.757679567721307,"Warm, Dry",65,105,High,High,Medium,Gen-44
593,Chilli pubescens,1155,9.879927919373234,Red,68726,G7,G4,High,9.776706438586185,"Cool, Dry",59,114,High,Medium,Medium,Gen-32
594,Chilli eximium,1133,9.901475229290906,Purple,17162,G3,G5,Medium,2.320740930053289,"Warm, Humid",60,145,High,High,High,Gen-76
595,Chilli flexuosum,1111,3.7712642020127984,Orange,54754,G6,G8,Medium,7.805994369924394,"Warm, Dry",51,133,High,Low,Medium,Gen-89
596,Chilli flexuosum,668,3.661873052321026,Purple,84094,G9,G3,Medium,1.9979321403881967,"Cool, Dry",45,140,Low,High,Medium,Gen-86
597,Chilli baccatum,459,11.215805443769586,Green,51474,G4,G6,Low,2.064222115658087,"Warm, Dry",58,120,High,High,Low,Gen-25
598,Chilli galapagoense,1340,4.458856724811056,Yellow,181394,G8,G8,Medium,2.8866597596320203,"Warm, Dry",62,140,High,Low,High,Gen-61
599,Chilli cardenasii,724,10.783138821582114,Green,115186,G3,G1,Medium,9.042569200379013,"Warm, Humid",53,94,High,High,High,Gen-48
600,Chilli baccatum,1369,7.189622037471895,Red,1275,G2,G9,Medium,7.453273542549033,"Cool, Dry",50,120,Low,Medium,High,Gen-14
601,Chilli lanceolatum,447,9.434157764852479,Purple,104062,G3,G5,Low,9.1199812554691,"Cool, Dry",52,88,High,Medium,High,Gen-47
602,Chilli annuum,1309,13.752880961744184,Orange,139399,G3,G1,Low,1.0045244367945663,"Warm, Dry",57,131,High,High,Low,Gen-35
603,Chilli chacoense,1006,5.743900937017435,Green,111541,G3,G3,High,8.183004847074091,"Warm, Dry",40,102,Low,High,Medium,Gen-98
604,Chilli rhomboideum,1304,12.789039659458341,Purple,6920,G8,G8,Medium,6.865820129549032,"Warm, Humid",69,149,High,Medium,Medium,Gen-50
605,Chilli pubescens,329,11.612571293720066,Purple,197328,G7,G3,Medium,4.811137364081024,"Warm, Humid",40,87,Low,Low,Low,Gen-5
606,Chilli galapagoense,726,5.2351166619902045,Orange,94761,G8,G5,High,1.7164362020043673,"Warm, Dry",57,142,High,Medium,Medium,Gen-31
607,Chilli pubescens,942,8.807633425849131,Red,46647,G5,G9,Low,8.877233139076498,"Cool, Dry",45,125,High,Low,Medium,Gen-67
608,Chilli chacoense,499,10.306512572871489,Green,135270,G3,G4,Low,6.5313666018965675,"Cool, Dry",48,116,High,Low,High,Gen-49
609,Chilli flexuosum,1098,5.035348685643289,Green,188959,G1,G5,Low,3.040770317792276,"Warm, Dry",48,132,High,Medium,High,Gen-35
610,Chilli eximium,879,7.442752469239322,Yellow,150441,G1,G8,Medium,1.0470858751119425,"Cool, Dry",50,136,Low,High,Low,Gen-57
611,Chilli tovarii,576,9.19708695651109,Purple,78819,G8,G4,Low,5.441541044288649,"Warm, Dry",53,92,Medium,Medium,High,Gen-84
612,Chilli annuum,688,7.3706549042891005,Red,66994,G5,G3,Low,2.0488219925090094,"Warm, Dry",65,82,High,Medium,High,Gen-42
613,Chilli rhomboideum,1368,13.856892963241123,Red,61636,G1,G7,High,7.839930118472812,"Warm, Humid",41,96,Low,Low,Medium,Gen-23
614,Chilli annuum,357,4.675602501084411,Green,57824,G9,G7,Medium,4.0780141227309805,"Cool, Dry",52,94,High,Medium,Low,Gen-16
615,Chilli eximium,841,3.7605114980118675,Red,152198,G9,G9,High,4.997918485868639,"Cool, Dry",56,102,High,High,Medium,Gen-14
616,Chilli galapagoense,306,13.02522594699024,Orange,195830,G8,G9,Medium,1.3644239192521161,"Cool, Dry",40,114,High,Low,Medium,Gen-4
617,Chilli pubescens,616,11.85175678408404,Orange,196082,G9,G5,Medium,6.998187480988193,"Cool, Dry",55,136,Low,Low,Medium,Gen-13
618,Chilli eximium,367,3.1619629285634243,Red,148218,G3,G8,Low,3.1819293181283763,"Warm, Dry",58,129,High,Medium,High,Gen-25
619,Chilli rhomboideum,759,9.15310413133684,Red,89218,G9,G6,Medium,7.272801782117216,"Warm, Dry",44,114,Medium,High,High,Gen-31
620,Chilli chinense,1211,4.011713979959674,Red,144953,G9,G3,Medium,2.3789878756311653,"Cool, Dry",53,100,High,High,Medium,Gen-56
621,Chilli annuum,1450,4.499520094410384,Orange,123960,G3,G2,High,2.2383694991356324,"Warm, Humid",48,119,Low,High,High,Gen-77
622,Chilli galapagoense,552,9.70584511967256,Purple,30397,G1,G2,Low,5.118099144103893,"Warm, Dry",62,149,Low,Low,Medium,Gen-30
623,Chilli rhomboideum,1140,14.968999610759113,Red,17009,G3,G1,High,7.922366568113109,"Warm, Humid",55,112,Medium,Low,High,Gen-88
624,Chilli annuum,1392,3.1530928919001684,Orange,108864,G3,G2,Low,8.863309729181804,"Warm, Dry",65,127,Low,Low,High,Gen-62
625,Chilli tovarii,1462,7.585744579322746,Yellow,141871,G3,G3,Medium,8.964506610307996,"Cool, Dry",55,89,High,Low,Medium,Gen-64
626,Chilli pubescens,1076,4.59580384564264,Orange,46805,G6,G3,Medium,9.760797556058355,"Cool, Dry",61,136,High,Low,Medium,Gen-48
627,Chilli annuum,607,10.941416529450027,Yellow,88554,G2,G1,High,7.86839803797175,"Warm, Humid",43,125,High,Medium,Medium,Gen-10
628,Chilli frutescens,642,9.851673416421937,Red,40713,G1,G2,Low,1.7334163534764555,"Warm, Dry",44,111,Low,High,Medium,Gen-41
629,Chilli chacoense,1170,12.945114652100091,Red,74311,G3,G5,Medium,5.939219687089521,"Warm, Humid",59,143,High,High,Low,Gen-17
630,Chilli chinense,1248,11.695469434663773,Orange,35966,G1,G9,Medium,7.482154540438527,"Warm, Dry",46,115,Low,Medium,High,Gen-49
631,Chilli frutescens,1438,14.630770209645952,Green,171173,G4,G1,Medium,9.145782050506345,"Cool, Dry",45,136,Low,High,Low,Gen-64
632,Chilli tovarii,1326,9.727300927853985,Purple,196150,G1,G8,High,6.2134155409238065,"Warm, Dry",55,114,High,Medium,Low,Gen-17
633,Chilli frutescens,930,4.748825139149437,Yellow,108455,G9,G3,High,3.089246063566673,"Cool, Dry",50,101,Medium,High,High,Gen-25
634,Chilli baccatum,1072,13.271925694000242,Orange,80376,G8,G6,Medium,1.236458115849115,"Cool, Dry",41,127,Medium,Low,High,Gen-60
635,Chilli rhomboideum,1200,14.026424958739923,Purple,53010,G8,G8,High,5.437222794950182,"Warm, Humid",46,98,Medium,High,Low,Gen-62
636,Chilli pubescens,1144,10.631385377245651,Red,138710,G2,G3,High,6.134029715542484,"Warm, Dry",62,133,High,Medium,Low,Gen-51
637,Chilli baccatum,1069,10.119467288168106,Yellow,5447,G5,G7,Low,9.18255579635317,"Cool, Dry",67,132,High,High,Low,Gen-30
638,Chilli cardenasii,1035,12.772370453580217,Yellow,175594,G2,G7,Medium,2.998899450725333,"Warm, Dry",66,121,Medium,Medium,High,Gen-29
639,Chilli flexuosum,514,9.391728779036,Red,72778,G8,G9,Low,6.039992275763523,"Cool, Dry",64,124,High,High,Low,Gen-15
640,Chilli tovarii,337,12.659603185413395,Orange,150312,G3,G5,High,6.211953537806957,"Cool, Dry",64,109,Low,Low,High,Gen-1
641,Chilli lanceolatum,1121,4.822954112553935,Yellow,31017,G8,G1,Low,2.0431158449472484,"Warm, Humid",51,133,Medium,High,Low,Gen-90
642,Chilli tovarii,942,5.844465093453735,Purple,86696,G3,G5,High,9.026444964668142,"Warm, Humid",45,126,Medium,Medium,Medium,Gen-40
643,Chilli rhomboideum,423,14.283675696403922,Red,62556,G8,G5,Medium,8.625074859979769,"Warm, Dry",42,127,High,Low,Medium,Gen-39
644,Chilli pubescens,1313,4.778890620236169,Orange,189999,G7,G4,Low,7.029364907224753,"Warm, Dry",54,83,Low,Medium,High,Gen-35
645,Chilli tovarii,944,4.694824406781833,Purple,156766,G4,G7,Low,5.069507028511031,"Warm, Humid",69,109,Low,High,Low,Gen-65
646,Chilli lanceolatum,1160,3.008296807597379,Yellow,12597,G3,G2,Medium,2.1604898822914858,"Cool, Dry",40,149,Medium,High,Medium,Gen-49
647,Chilli annuum,682,14.643960821361564,Purple,182652,G3,G1,Low,5.5454715280237785,"Cool, Dry",61,121,Low,Medium,Medium,Gen-14
648,Chilli annuum,820,9.050120587412191,Purple,31946,G1,G1,Low,3.9362171892908417,"Warm, Humid",69,87,Medium,Low,Low,Gen-75
649,Chilli chacoense,1398,11.044270819384666,Orange,23852,G4,G7,Medium,5.986099352450621,"Warm, Dry",65,125,Medium,Low,Low,Gen-80
650,Chilli baccatum,1295,4.616290575514826,Purple,113016,G8,G1,High,9.243147425079565,"Warm, Humid",66,140,Medium,Medium,High,Gen-71
651,Chilli galapagoense,782,8.38888009736746,Yellow,98486,G5,G6,Medium,7.950898300971229,"Warm, Dry",69,113,Low,High,Medium,Gen-34
652,Chilli frutescens,448,6.68774263015376,Yellow,199475,G2,G4,High,1.681646493094616,"Cool, Dry",69,93,Medium,Medium,Medium,Gen-60
653,Chilli chinense,1329,11.711004235661136,Orange,177679,G1,G4,Medium,4.114627320838579,"Warm, Humid",48,100,High,High,Low,Gen-35
654,Chilli galapagoense,655,11.462434321696207,Yellow,42773,G9,G9,High,9.290131775395997,"Warm, Humid",59,115,High,Medium,Medium,Gen-81
655,Chilli galapagoense,900,11.065558796888967,Yellow,153135,G9,G3,Medium,1.3875789565409948,"Warm, Dry",69,135,Low,Low,High,Gen-5
656,Chilli chacoense,640,12.564813299602866,Orange,63518,G2,G3,High,7.847175755189472,"Warm, Humid",59,111,Medium,Medium,High,Gen-85
657,Chilli frutescens,736,10.252885769975387,Red,165005,G4,G8,Medium,2.00283449054589,"Cool, Dry",40,88,Medium,Low,Medium,Gen-93
658,Chilli annuum,598,8.350638499623209,Green,73242,G1,G3,Low,1.0855683164205683,"Cool, Dry",49,83,Low,Medium,Low,Gen-76
659,Chilli cardenasii,1267,11.173684348705095,Yellow,109400,G9,G4,Medium,6.874696964719971,"Warm, Humid",53,104,Low,High,Medium,Gen-8
660,Chilli galapagoense,567,3.3046799200496446,Red,11358,G6,G7,High,8.580379616315994,"Warm, Humid",62,119,High,High,High,Gen-71
661,Chilli chinense,962,3.313842079737055,Purple,116920,G8,G3,High,1.6743359741820734,"Warm, Dry",44,106,High,Low,Low,Gen-48
662,Chilli lanceolatum,471,3.5671836226141567,Orange,72327,G3,G3,High,8.728863633483368,"Warm, Humid",62,99,High,High,High,Gen-81
663,Chilli annuum,416,9.210223840508352,Orange,190654,G1,G2,High,7.537863873008349,"Cool, Dry",59,105,High,Medium,High,Gen-45
664,Chilli chacoense,576,11.948236808603008,Red,23910,G4,G5,Medium,1.4776967890379338,"Cool, Dry",55,136,Medium,Low,Medium,Gen-92
665,Chilli chacoense,457,7.877147792502543,Orange,66645,G1,G6,High,5.0350627519949525,"Cool, Dry",67,146,High,High,High,Gen-7
666,Chilli chacoense,923,12.61766515992663,Green,12999,G9,G9,High,8.71799432510138,"Warm, Humid",48,122,Low,High,High,Gen-85
667,Chilli pubescens,616,3.273840152552113,Red,5159,G8,G1,High,4.1675332085106245,"Warm, Humid",41,107,Medium,Medium,Low,Gen-36
668,Chilli frutescens,554,4.379390062939974,Red,111254,G3,G1,Low,9.177096233694707,"Warm, Humid",65,124,High,High,Medium,Gen-95
669,Chilli rhomboideum,1025,11.064289478156361,Yellow,10400,G1,G1,High,2.5819768582157905,"Warm, Dry",47,92,High,Medium,Medium,Gen-80
670,Chilli eximium,1383,10.736453472074958,Green,51620,G6,G7,Medium,7.414776565106187,"Cool, Dry",53,97,Medium,High,Medium,Gen-87
671,Chilli eximium,562,7.816048129165565,Purple,8790,G7,G3,Medium,4.620562054392494,"Cool, Dry",47,121,High,High,Medium,Gen-12
672,Chilli rhomboideum,1040,14.341809634009465,Red,139327,G1,G6,Medium,3.421031660178939,"Warm, Humid",67,138,Low,Medium,Medium,Gen-82
673,Chilli chacoense,1200,13.348835046957372,Purple,198562,G1,G1,Medium,1.46637223938994,"Cool, Dry",40,109,High,Low,Medium,Gen-49
674,Chilli chacoense,682,5.988900525840642,Yellow,77254,G2,G3,Low,6.266712087840777,"Warm, Dry",67,128,Medium,Medium,Medium,Gen-21
675,Chilli lanceolatum,1391,13.543968108435594,Orange,184176,G6,G3,Low,4.079698874471493,"Warm, Dry",41,140,Medium,High,Low,Gen-41
676,Chilli chinense,1235,12.261584790026044,Green,133644,G9,G5,Medium,5.651029274280399,"Cool, Dry",53,128,High,Medium,Low,Gen-7
677,Chilli pubescens,1476,13.923945589902646,Red,159368,G2,G3,Medium,6.808030606277848,"Cool, Dry",68,108,Low,Medium,High,Gen-77
678,Chilli annuum,623,10.847049961657431,Red,68575,G5,G6,High,4.022701892407313,"Cool, Dry",45,103,Low,Medium,Medium,Gen-24
679,Chilli tovarii,1240,5.964967390179154,Orange,196301,G8,G8,Medium,7.4441710297884045,"Cool, Dry",61,146,High,High,Medium,Gen-31
680,Chilli rhomboideum,681,3.519835817735014,Red,60549,G2,G1,High,7.654429167342381,"Warm, Dry",50,105,Low,Medium,Low,Gen-71
681,Chilli rhomboideum,311,4.484733073800575,Yellow,192061,G5,G3,Low,3.776221093138385,"Cool, Dry",59,93,High,Low,High,Gen-26
682,Chilli rhomboideum,460,5.978491984545011,Orange,165594,G1,G6,Medium,6.813556734785109,"Cool, Dry",41,92,High,High,High,Gen-59
683,Chilli lanceolatum,1176,12.89519226681006,Purple,105327,G1,G2,High,2.1558895761414014,"Warm, Humid",44,120,High,Low,Medium,Gen-40
684,Chilli annuum,742,3.4044732525653942,Yellow,89760,G3,G4,Medium,9.544121775708774,"Cool, Dry",69,93,Medium,High,Low,Gen-52
685,Chilli pubescens,1412,5.464166880347847,Green,50261,G8,G6,High,3.580040785349734,"Cool, Dry",42,117,Low,Low,Medium,Gen-55
686,Chilli cardenasii,795,9.981763308966807,Orange,94658,G8,G9,High,9.601486129225057,"Warm, Dry",69,101,High,Medium,High,Gen-64
687,Chilli annuum,675,7.163835655099142,Yellow,126360,G9,G7,Low,8.115316778636199,"Cool, Dry",44,89,Medium,High,High,Gen-4
688,Chilli baccatum,1123,3.6799135588306,Orange,20650,G2,G9,Low,9.581737808716067,"Warm, Dry",68,136,High,Low,Medium,Gen-20
689,Chilli annuum,867,13.926731732519952,Red,30708,G8,G6,High,5.916378006195382,"Warm, Humid",53,124,Low,Low,Low,Gen-92
690,Chilli baccatum,1481,13.8132460058784,Green,160626,G1,G2,Medium,5.837062446973185,"Warm, Humid",40,112,Medium,Low,Medium,Gen-2
691,Chilli tovarii,571,3.597910157032101,Red,56974,G5,G6,Medium,7.405432314747048,"Warm, Dry",68,116,Medium,Medium,High,Gen-52
692,Chilli lanceolatum,1466,14.658206111404944,Red,117360,G8,G8,Medium,9.020423765445225,"Cool, Dry",57,112,High,High,Low,Gen-37
693,Chilli tovarii,903,10.33335465790769,Yellow,49340,G3,G1,Medium,9.365838115109197,"Warm, Dry",62,142,Medium,High,High,Gen-76
694,Chilli tovarii,643,3.3582549260155563,Purple,176519,G2,G3,High,5.233504239869954,"Cool, Dry",65,97,High,Low,Low,Gen-93
695,Chilli baccatum,1424,10.925712556751533,Green,66709,G6,G3,High,6.091707735049804,"Warm, Humid",40,97,Medium,Low,Medium,Gen-50
696,Chilli tovarii,695,4.976818229920578,Orange,151453,G2,G5,High,8.537025849722648,"Warm, Humid",63,148,Low,High,High,Gen-36
697,Chilli lanceolatum,716,6.098357662557563,Orange,36128,G2,G3,High,6.978244846390463,"Cool, Dry",51,127,High,High,Low,Gen-62
698,Chilli lanceolatum,625,4.399963329713332,Purple,92416,G2,G7,High,5.5068315638283645,"Warm, Dry",69,121,Medium,Medium,High,Gen-76
699,Chilli lanceolatum,388,14.335972545103987,Red,7702,G5,G1,Low,4.95751953699111,"Cool, Dry",63,113,Medium,Low,Low,Gen-98
700,Chilli eximium,664,7.9385209907030845,Red,35793,G2,G9,Low,5.782045376576048,"Warm, Humid",46,132,High,High,Medium,Gen-19
701,Chilli pubescens,631,6.8938793087144425,Red,86081,G9,G7,Low,1.6920617193200038,"Warm, Dry",44,133,High,High,Low,Gen-88
702,Chilli flexuosum,958,9.13299944556135,Orange,182793,G8,G3,High,3.887349532389834,"Warm, Humid",54,140,High,Medium,Medium,Gen-59
703,Chilli frutescens,736,3.977108258252732,Red,121466,G4,G7,Medium,6.757944367653391,"Warm, Humid",67,93,Low,Low,Medium,Gen-46
704,Chilli pubescens,976,9.689800348291723,Green,150173,G1,G3,Medium,5.72357738356725,"Warm, Humid",62,91,High,Low,High,Gen-98
705,Chilli frutescens,979,13.958111833860432,Red,31280,G1,G5,Medium,4.390720246135253,"Cool, Dry",48,112,Medium,Low,High,Gen-31
706,Chilli frutescens,1299,5.039744685193452,Purple,173851,G6,G5,High,2.3785016521819373,"Warm, Dry",57,125,Medium,High,Medium,Gen-91
707,Chilli lanceolatum,1133,6.604816504509162,Red,140320,G8,G4,Low,5.56166256102547,"Warm, Dry",43,90,Low,Low,Medium,Gen-48
708,Chilli flexuosum,333,13.419503734488888,Purple,147698,G7,G3,Low,9.014869349947425,"Warm, Humid",46,117,High,Medium,Low,Gen-61
709,Chilli eximium,1046,8.595363558425072,Purple,45823,G5,G6,Medium,4.040051481822458,"Warm, Humid",61,116,High,Medium,High,Gen-56
710,Chilli galapagoense,1383,9.690910423130617,Orange,139681,G2,G7,High,7.652692411807166,"Warm, Dry",66,143,High,Low,Medium,Gen-45
711,Chilli galapagoense,305,14.530049372366975,Orange,147451,G9,G2,Medium,2.540124873297859,"Warm, Dry",52,102,Low,Low,Medium,Gen-11
712,Chilli galapagoense,1282,12.18914866954263,Red,26324,G2,G1,Low,4.9659586143110594,"Warm, Dry",64,105,Medium,Medium,Low,Gen-79
713,Chilli frutescens,1341,8.124978647188394,Red,109567,G1,G5,High,3.334747360224037,"Warm, Humid",55,95,High,High,Medium,Gen-21
714,Chilli annuum,1022,14.604299210888502,Purple,41990,G4,G2,Low,6.121867980147076,"Cool, Dry",66,100,Medium,Medium,Low,Gen-98
715,Chilli pubescens,664,3.068057870073976,Yellow,12852,G4,G7,High,3.0215051847730816,"Warm, Dry",56,101,High,Medium,High,Gen-66
716,Chilli chacoense,1134,13.339344778844884,Purple,82071,G1,G9,High,3.2572829033999264,"Warm, Dry",61,82,Medium,High,Medium,Gen-31
717,Chilli flexuosum,1107,11.765709592019093,Purple,85741,G1,G1,Low,7.378221112757714,"Cool, Dry",61,126,High,Medium,Low,Gen-29
718,Chilli tovarii,1147,12.596186164925951,Orange,181287,G4,G9,High,2.4800057230841372,"Cool, Dry",53,113,Medium,Low,Low,Gen-25
719,Chilli lanceolatum,685,10.117766011127113,Red,62725,G8,G3,Low,5.870566181454484,"Cool, Dry",65,122,Medium,Medium,High,Gen-8
720,Chilli pubescens,751,4.89640491609434,Red,181458,G6,G5,High,1.1591704564278702,"Warm, Humid",55,87,Medium,Medium,Medium,Gen-48
721,Chilli pubescens,1489,7.194754986654889,Purple,27527,G8,G6,Medium,7.594309742034307,"Warm, Humid",56,86,High,Low,High,Gen-57
722,Chilli flexuosum,1156,11.147682338778626,Red,50426,G7,G4,High,2.9902009822393074,"Warm, Humid",69,144,Medium,High,High,Gen-30
723,Chilli flexuosum,1019,7.684360044055291,Purple,25670,G4,G5,High,9.423395114131463,"Cool, Dry",47,112,Medium,High,Medium,Gen-31
724,Chilli eximium,503,9.266522573087329,Red,54821,G5,G9,High,8.173139426456792,"Cool, Dry",60,104,Medium,Medium,High,Gen-28
725,Chilli cardenasii,691,9.762377501481499,Orange,120825,G3,G3,High,9.224712106907367,"Cool, Dry",50,106,Low,Medium,Medium,Gen-91
726,Chilli baccatum,611,8.477509364271258,Red,71978,G5,G6,Low,5.317553418354406,"Warm, Dry",62,143,Medium,High,Low,Gen-66
727,Chilli annuum,1405,4.142163752492699,Purple,147431,G2,G5,Low,8.77494397270005,"Cool, Dry",68,123,Low,High,Medium,Gen-69
728,Chilli chinense,580,11.339477784796067,Red,111201,G9,G9,Low,2.7772964509930143,"Warm, Humid",65,142,High,Medium,Medium,Gen-50
729,Chilli baccatum,860,5.758847414482169,Yellow,45102,G4,G2,Low,7.144922887071443,"Cool, Dry",63,101,High,Low,High,Gen-87
730,Chilli lanceolatum,1030,9.17326911453079,Yellow,132291,G8,G5,High,9.017848148554855,"Warm, Humid",69,115,High,Medium,Medium,Gen-85
731,Chilli pubescens,449,4.717117356494518,Purple,121405,G1,G5,Medium,7.830397376073627,"Warm, Humid",53,133,High,Low,High,Gen-74
732,Chilli annuum,866,7.927222954556111,Yellow,18829,G8,G6,High,4.857056894359012,"Cool, Dry",41,145,Medium,Low,High,Gen-86
733,Chilli chinense,728,4.754740636210068,Green,110626,G2,G2,Low,3.7144786609415874,"Warm, Humid",63,134,Low,Low,Low,Gen-57
734,Chilli cardenasii,1140,8.62506273875213,Green,80988,G5,G5,Medium,2.689496511038109,"Warm, Dry",41,126,High,Low,Medium,Gen-78
735,Chilli cardenasii,701,4.520439351417797,Orange,147908,G6,G5,High,9.619136900388181,"Cool, Dry",67,91,Low,Low,High,Gen-86
736,Chilli cardenasii,1048,8.808503660414123,Green,161022,G7,G9,Low,8.49281093205213,"Warm, Dry",54,144,Medium,Medium,Medium,Gen-49
737,Chilli eximium,339,3.916205748215304,Purple,168421,G3,G6,Low,5.025066903773175,"Warm, Humid",63,136,Medium,High,Medium,Gen-55
738,Chilli eximium,1034,9.531422843686126,Purple,17993,G7,G3,Low,9.253229704683159,"Warm, Humid",47,82,High,High,Low,Gen-25
739,Chilli annuum,1280,11.582976067817834,Purple,94079,G7,G8,Medium,7.516702337389312,"Warm, Dry",49,122,Medium,Medium,Low,Gen-35
740,Chilli tovarii,881,13.565396464162074,Green,104808,G6,G7,Low,9.132597922389117,"Cool, Dry",45,130,Low,Medium,Medium,Gen-78
741,Chilli flexuosum,1439,5.535034241373495,Orange,10653,G3,G4,Low,3.0353818838616564,"Cool, Dry",43,89,High,Medium,High,Gen-45
742,Chilli cardenasii,1059,6.287382410917257,Purple,147121,G8,G1,Medium,5.973862659214243,"Warm, Humid",58,106,Low,Medium,Medium,Gen-30
743,Chilli rhomboideum,1004,5.102218576668655,Purple,159108,G5,G4,High,6.573009895448738,"Warm, Humid",59,109,Medium,Low,High,Gen-69
744,Chilli chacoense,1416,8.787632486978424,Purple,196136,G1,G1,High,4.686227006471642,"Warm, Humid",51,119,Medium,Medium,High,Gen-48
745,Chilli chinense,472,5.288415232860409,Green,154407,G1,G6,Medium,6.147119389113213,"Cool, Dry",43,110,High,High,High,Gen-92
746,Chilli baccatum,1163,3.426760604108172,Yellow,158134,G2,G7,High,6.491079658668388,"Cool, Dry",62,144,High,Low,Low,Gen-45
747,Chilli cardenasii,1248,9.560551935032567,Green,60879,G5,G1,High,9.351871084261935,"Cool, Dry",52,91,Low,Medium,Medium,Gen-86
